id,account_id,branded_content_sponsor_account_id,message,title,platform,platform_id,post_url,subscriber_count,type,updated,video_length_ms,image_text,legacy_id,caption,link,date,description,score,live_video_status,last_modified_time,message_sha256_hash,language_code,post_id
549789|7605287756208574,549789,,"У п’ятницю, 17 червня, прем‘єр-міністр Великої Британії Борис Джонсон вдруге від початку повномасштабного вторгнення прибув до Києва. Глава Офісу президента Андрій Єрмак розповів, про що говорили президент Володимир Зеленський та прем’єр Британії Борис Джонсон. Так, за його словами, серед тем для обговорення були: 🔸необхідність постачання важкої зброї та систем ППО, 🔸економічна підтримка України, 🔸посилення санкційного тиску на Росію, 🔸гарантії безпеки для України, 🔸необхідність компенсації РФ збитків, завданих нашій державі. Окрім того, за його словами, обговорювалася перемога України у війні за незалежність. 💭– Ми дуже вдячні Британії за сильну підтримку. Як-то кажуть, друзі пізнаються у біді. У нас спільні цілі та розуміння, як їх досягти. Україна переможе із такими сильними союзниками, – резюмував він.",,Facebook,137683926302365_7605287756208574,https://www.facebook.com/137683926302365/posts/7605287756208574,,photo,2022-06-19 19:06:32-04,,,,,https://www.facebook.com/Fakty.ICTV/photos/a.2514727648597969/7605287632875253/?type=3,2022-06-17 00:00:00-04,,4.373873873873874,,2022-06-20 03:31:13.024883-04,631e8bc513e873c7e9477d77909b709383aafaccf46ad92120757d29b0be1990,,549789|7605287756208574
14526847|399126822255971,14526847,,"На Харківщині ворог не полишає спроб наступати, але ЗСУ міцно тримають оборону, знищуючи окупантів. На одному з напрямків ворог намагався атакувати, однак отримав по зубах. У результаті спільної роботи бійців ОМБр імені кошового отамана Івана Сірка, ОАБр імені Великого князя Вітовта та Чугуївського окремого батальйону Сил тероборони 19 червня 23 російських військовослужбовців було знешкоджено, більше 50 – поранено. 🔥Також ворог поніс втрати у техніці, зокрема знешкоджено або пошкоджено три танки Т-72, три РСЗВ, БТР-80, БМП-2, КАМАЗ та радіолокаційна станція. Незважаючи на те, що окупант укріплюється, мінує місцевість, застосовує артилерію і танки, а також постійно проводить розвідку БПЛА, наші захисники тримають стрій та завдають противнику втрат. Слава Україні!🇺🇦 Регіональне управління Сил територіальної оборони ""Схід"" ЗС України Харківська окрема бригада територіальної оборони #ЗСУ #stoprussia #StratCom",,Facebook,100064759688795_399126822255971,https://www.facebook.com/100064759688795/posts/399126822255971,,native_video,2022-06-25 04:32:02-04,91861,,,,https://www.facebook.com/AFUStratCom/videos/1393702601128582/,2022-06-22 00:00:00-04,,-1.4848484848484849,,2022-06-25 04:41:05.919902-04,253b8a5685ea6310b830439a263e4f59813205d831285fb961027cd695763b23,,14526847|399126822255971
2491790|1783068058694385,2491790,,Прямо з фронту! Радісна звістка – термінове звернення Арестовича: перемога на Донбасі. Переможемо!,Прямо з фронту! Радісна звістка – термінове звернення Арестовича: перемога на Донбасі. Переможемо! – Новини України,Facebook,429402727394265_1783068058694385,https://www.facebook.com/429402727394265/posts/1783068058694385,,link,2022-07-06 04:20:25-04,,,,timenews.net.ua,http://www.timenews.net.ua/pryamo-z-frontu-radisna-zvistka-terminove-zvernennya-arestovycha-peremoga-na-donbasi-peremozhemo/,2022-07-04 00:00:00-04,"Новини  Прямо з фронту! Радісна звістка – термінове звернення Арестовича: перемога на Донбасі. Переможемо! Липень 4, 2022 admin 0 коментарів Радник глави Офісу Президент...",-7.6,,2022-07-07 04:24:54.765302-04,b911478ea52d2547f12ad8f1a9793e181d61b0ac1296be5030aa5c5ce846f94f,,2491790|1783068058694385
2296559|5437022569675538,2296559,,"СБУ каже, що ліквідувала мережу агентів ФСБ росії. За нашою інформацією, це так звані ""журналісти"" херсонського колаборанта Кирила Стрємоусова.","СБУ затримала мережу ""журналістів"" херсонського колаборанта Стремоусова",Facebook,123354027709112_5437022569675538,https://www.facebook.com/123354027709112/posts/5437022569675538,,link,2022-06-20 03:00:13-04,,,,imi.org.ua,https://imi.org.ua/news/sbu-zatrymala-merezhu-zhurnalistiv-hersonskogo-kolaboranta-stremousova-i46267,2022-06-17 00:00:00-04,"Служба безпеки України повідомила про нейтралізацію у декількох областях розгалуженої агентурної мережі ФСБ росії, яку координував радник так званого “очільн....",1.2564102564102564,,2022-06-20 03:53:46.450728-04,c5d8d018014308e69fa190da4f7d3ddf67179328cd44777d926b3f5ef74dfff3,,2296559|5437022569675538
2614358|1133481920640255,2614358,,"З Севастополя в море вийшов старий десантний корабель, який не покидав бухту з квітня – ЗМІ","З Севастополя в море вийшов старий десантний корабель, який не покидав бухту з квітня - ЗМІ",Facebook,139977769990680_1133481920640255,https://www.facebook.com/139977769990680/posts/1133481920640255,,link,2022-07-04 08:39:09-04,,,,merezha.co,https://merezha.co/z-sevastopolya-v-more-vyjshov-staryj-desantnyj-korabel-yakyj-ne-pokydav-buhtu-z-kvitnya-zmi/?utm_source=dlvr.it&utm_medium=facebook,2022-07-02 00:00:00-04,Корабель відійшов від місця швартування в Південній бухті і вийшов за бонові ворота Севастопольської бухти. Із Севастополя близько 13:30 1 липня вийшов,1.4679802955665024,,2022-07-05 04:20:42.656194-04,3200878e408fdb2f07b383af756ead7a183a32191b7b28b6503515ac1be06528,,2614358|1133481920640255
13577734|352419140310324,13577734,,"""Коли ми вб'ємо 100.000 росіян, у рф прийдуть до тями"": БОРИС ФІЛАТОВ у Рандеву з Яніною Соколовою YouTube: https://youtu.be/xUej1S7GCnY",,Facebook,100063623107454_352419140310324,https://www.facebook.com/100063623107454/posts/352419140310324,,native_video,2022-06-21 03:24:45-04,3072874,,,,https://www.facebook.com/Randevu.5.ua/videos/352419140310324/,2022-06-18 00:00:00-04,,-1.5416666666666667,,2022-06-21 03:47:28.202668-04,1303f34a59ade5c48c3d4ad58493813d9db3004818c6f388d17f73f259df3258,,13577734|352419140310324
2554935|10159323536537362,2554935,,Казахстан ще проправя нови пътища за петрола си,Казахстан ще проправя нови пътища за петрола си | Investor.bg,Facebook,26327487361_10159323536537362,https://www.facebook.com/26327487361/posts/10159323536537362,,link,2022-07-09 15:33:09-04,,,,investor.bg,https://www.investor.bg/surovini/365/a/kazahstan-shte-propravia-novi-pytishta-za-petrola-si-355725/,2022-07-07 00:00:00-04,"Преди ден руски съд спря дейността на един от основните терминали, който използва страната за износ на петрол",14.844444444444445,,2022-07-10 04:31:24.128988-04,830707be9abf93e4a03b8797b854c3ecab7d70bc480d698dd97b843e1aacfc77,,2554935|10159323536537362
15331015|568880891278620,15331015,,,,Facebook,100044701411772_568880891278620,https://www.facebook.com/100044701411772/posts/568880891278620,,photo,2022-07-08 01:47:25-04,,,,,https://www.facebook.com/tet.tv/photos/a.2241142879250675/5514583785239885/?type=3,2022-07-06 00:00:00-04,"Наші герої виглядають так!

Незламні чоловіки та жінки, які кожен день рятують життя 🙏

Бережіть себе 💙💛",-2.074074074074074,,2022-07-08 03:18:14.042678-04,,,15331015|568880891278620
11981784|1459388064520604,11981784,,#ВечерМК,"Во мај во Албанија влегле милион посетители, за пет месеци 3,45 милиони | Вечер ...1963 | Vecer MK",Facebook,354512775008144_1459388064520604,https://www.facebook.com/354512775008144/posts/1459388064520604,,link,2022-07-01 06:30:40-04,,,,vecer.press,https://www.vecer.press/%d0%b2%d0%be-%d0%bc%d0%b0%d1%98-%d0%b2%d0%be-%d0%b0%d0%bb%d0%b1%d0%b0%d0%bd%d0%b8%d1%98%d0%b0-%d0%b2%d0%bb%d0%b5%d0%b3%d0%bb%d0%b5-%d0%bc%d0%b8%d0%bb%d0%b8%d0%be%d0%bd-%d0%bf%d0%be%d1%81%d0%b5%d1%82/,2022-06-29 00:00:00-04,"ЕКОНОМИЈА Во мај во Албанија влегле милион посетители, за пет месеци 3,45 милиони Од страна на Вечер - 29/06/2022 - 12:29 0 Сподели Facebook Twitter Google+ Pinterest WhatsApp Email Print Viber Во мај во А....",-32,,2022-07-02 04:47:56.268833-04,3f3d3e2770309a08d35fe17e467134bff1c133b4dc59019f45da625d4c21f74b,,11981784|1459388064520604
16577395|1239558020123031,16577395,,Львів’ян кличуть плести маскувальні сітки в парк «На Валах»,Львів’ян кличуть плести маскувальні сітки в парк «На Валах» - LvivNEWS,Facebook,365831607495681_1239558020123031,https://www.facebook.com/365831607495681/posts/1239558020123031,,link,2022-06-23 08:03:12-04,,,,news.lviv-company.in.ua,https://news.lviv-company.in.ua/lvivyan-klichut-plesti-maskuvalni-sitki-v-park-na-valax.html,2022-06-21 00:00:00-04,"У п’ятницю, 22 червня, львів’ян закликають долучитись до плетіння маскувальних сіток у парку «На Вал",-26,,2022-06-24 04:53:47.484416-04,6d46043418d066c19ebb5cf0ac96b8a50c04b9a338fc58e3960bfbffa9bfb9f3,,16577395|1239558020123031
547108|8690947304264493,547108,,Завтра беріть з собою парасолі,Синоптики оголосили на завтра штормове попередження: прогноз погоди на 24 червня,Facebook,117055614987081_8690947304264493,https://www.facebook.com/117055614987081/posts/8690947304264493,,link,2022-06-26 13:47:14-04,,,,24tv.ua,https://24tv.ua/sinoptiki-ogolosili-zavtra-shtormove-poperedzhennya-prognoz-pogodi_n2046949,2022-06-24 00:00:00-04,"У п'ятницю, 24 червня, синоптики прогнозують штормове попередження у багатьох областях України. Зокрема, на Лівобережжі очікують дощі та грози.",-2.2900763358778624,,2022-06-27 04:38:51.033998-04,588bca1c44ac46d4a83abbfd2c9d7de0750e7be911f7fe7da57dd7e5636559c7,,547108|8690947304264493
8669073|5513816678651163,8669073,,"В последние дни буквально назревал успех ВСУ в районе Изюма. Дело в том, что после перегруппировки российские оккупанты начали с этого плацдарма очередное наступление в сторону Славянска. Но при этом достаточно серьезно оголили свои тылы. В общем, сегодня Генштаб ВСУ в своей вечерней сводке сообщил, что наши силы обороны (а это бойцы ВСУ, НГУ, теробороны...) заставили захватчиков покинуть село Дмитровка.... https://real-vin.com/ukrainskie-voennye-razvivajut-nastuplenie-na-izjum",Украинские военные развивают наступление на Изюм,Facebook,477470032285878_5513816678651163,https://www.facebook.com/477470032285878/posts/5513816678651163,,link,2022-06-19 13:08:40-04,,,,real-vin.com,https://real-vin.com/ukrainskie-voennye-razvivajut-nastuplenie-na-izjum,2022-06-17 00:00:00-04,"В последние дни буквально назревал успех ВСУ в районе Изюма. Дело в том, что после перегруппировки российские оккупанты начали с этого плацдарма очередное",-0.6111111111111112,,2022-06-20 03:30:28.119797-04,5fb6b6c9e5477723e926612dec71c32c0177ba799519e1622c1082329c2e1e7e,,8669073|5513816678651163
7660673|3279780252310404,7660673,,,,Facebook,1580788745542905_3279780252310404,https://www.facebook.com/1580788745542905/posts/3279780252310404,,photo,2022-07-10 10:26:49-04,,,,,https://www.facebook.com/batlvivshchyny/photos/a.1033538196732341/3137231539696319/?type=3,2022-07-08 00:00:00-04,"Ні на що не нарікай з печаллю.
Рідне і кохане - все мине.
Все прийми - буттєве й неземне.
Те, що заховалося за даллю,
Не поверне більше, не верне
Ні на шепіт стишеного болю,
Ні на крик розгойданої мсти -
Полюби неспокій самоти
З запахом міцного каніфолю.
Та в щедротне дивовижних днях
Голубінь розмріяного поля
Нам доносить розбуяла воля
В часових і тембрах і тонах.

Василь Стус",-0.6666666666666666,,2022-07-11 04:13:19.586359-04,,,7660673|3279780252310404
15843889|10158456488111361,15843889,,,This is a re-share of a post,Facebook,74783211360_10158456488111361,https://www.facebook.com/74783211360/posts/10158456488111361,,link,2022-06-19 22:01:41-04,,,,,,2022-06-17 00:00:00-04,,-26,,2022-06-20 03:19:45.696834-04,,,15843889|10158456488111361
18920329|165831742611903,18920329,,Поки ми спали! Джонсон добиває Путіна: неочікувана правда – разом з Зеленським. Україна переможе!,Поки ми спали! Джонсон добиває Путіна: неочікувана правда – разом з Зеленським. Україна переможе! – Голос України,Facebook,106582435203501_165831742611903,https://www.facebook.com/106582435203501/posts/165831742611903,,link,2022-07-04 02:02:17-04,,,,golos-ua.pp.ua,http://www.golos-ua.pp.ua/2022/07/01/%D0%BF%D0%BE%D0%BA%D0%B8-%D0%BC%D0%B8-%D1%81%D0%BF%D0%B0%D0%BB%D0%B8-%D0%B4%D0%B6%D0%BE%D0%BD%D1%81%D0%BE%D0%BD-%D0%B4%D0%BE%D0%B1%D0%B8%D0%B2%D0%B0%D1%94-%D0%BF%D1%83%D1%82%D1%96%D0%BD%D0%B0-%D0%BD/,2022-07-01 00:00:00-04,"Поки ми спали! Джонсон добиває Путіна: неочікувана правда – разом з Зеленським. Україна переможе! Українська влада знає, як можна змінити динаміку війни з Росією вж...",-2.2142857142857144,,2022-07-04 03:55:07.955331-04,bbf7f7f35a85e152aaa3ea61da57db0ec1c4f59aaa3da8e216a1aee74f24a18c,,18920329|165831742611903
19060707|3402246663332499,19060707,,Повітряна тривога 25.06 Чернігівська Початок 3:25 Відбій 5:03,,Facebook,2134599306763914_3402246663332499,https://www.facebook.com/2134599306763914/posts/3402246663332499,,status,2022-06-27 08:40:49-04,,,,,,2022-06-25 00:00:00-04,,-0.8181818181818182,,2022-06-28 04:44:17.946795-04,1d54ef5741636d163e74812354b7626e8fd808d73902d4192dfb8e2d198c3370,,19060707|3402246663332499
11965177|576539453867147,11965177,,,,Facebook,100045332931843_576539453867147,https://www.facebook.com/100045332931843/posts/576539453867147,,photo,2022-06-23 16:02:23-04,,,,,https://www.facebook.com/photo.php?fbid=8486016491439066&set=p.8486016491439066&type=3,2022-06-19 00:00:00-04,"Батальйону «Свобода», який зараз у складі НГУ захищає Сіверськодонецьк, потрібні рації Motorola DP4801e (10 штук). 

Саме такі, бо вони більш ефективні в роботі, коли близько ворог, їх менше прослуховують, оскільки вони зашифровані. Вони дуже дорогі, але дуже потрібні.

Одна рація коштує 35 000 грн. 

ЗБІР КОШТІВ на РАЦІЇ за посиланням👇

https://helpvolunteer.com.ua/campaigns/300

Будь-який внесок важливий.",-2.5346534653465347,,2022-06-23 21:36:22.460089-04,,,11965177|576539453867147
1128086|2442702795866783,1128086,,"„Патот на смртта“ во Боливија, еден од најопасните патишта во светот http://v.aa.com.tr/2616870",,Facebook,671191893017891_2442702795866783,https://www.facebook.com/671191893017891/posts/2442702795866783,,photo,2022-06-21 06:39:49-04,,,,,https://www.facebook.com/AAmacedonian/photos/a.695144893955924/2442702012533528/?type=3,2022-06-18 00:00:00-04,,-0.7058823529411765,,2022-06-21 08:47:46.241086-04,796c4e48b5493b93016de639edcdc73b3e562b3979db26fd1feb76cf20ca4c22,,1128086|2442702795866783
11242627|2329616347196300,11242627,,,This is a re-share of a post,Facebook,510236312467655_2329616347196300,https://www.facebook.com/510236312467655/posts/2329616347196300,,link,2022-06-30 20:48:08-04,,,,,http://hardnews.mn/15441/,2022-06-28 00:00:00-04,"Я.Содбаатар: Хүнсний хангамж, аюулгүй байдал Ерөнхийлөгчийн байнгын анхааралд байгаа http://hardnews.mn/15441/",-48,,2022-07-01 05:22:35.746017-04,,,11242627|2329616347196300
6018987|598883384939168,6018987,,"Хятадын ""Гуанча"" сонины уншигчид Зеленскийг ""Энэ бол хүн төрөлхтний түүхэн дэх хамгийн муу гу.йлгачин"" гэв - ",Хятадын “Гуанча” сонины уншигчид Зеленскийг “Энэ бол хүн төрөлхтний түүхэн дэх хамгийн муу гу.йлгачин” гэв |,Facebook,100044525342559_598883384939168,https://www.facebook.com/100044525342559/posts/598883384939168,,link,2022-07-08 06:27:29-04,,,,zasagt.com,https://zasagt.com/news/84155,2022-07-06 00:00:00-04,"Хятадын “Гуанча” сонины уншигчид Украиныг сэргээх Киевийн төлөвлөгөөг шүүмжилсэн байна.МОСКВА,7-р сарын 6-РИА Новости.Хятадын”Гуанча”порталын уншигчид Киевийн ...",1.0526315789473684,,2022-07-09 04:37:42.228199-04,6bddec2b7696f1693aa61ecef511f7a34bb30c465ac42d4963a52897a44dec5f,,6018987|598883384939168
12144937|578528483677120,12144937,,"22 червня, начальник Корюківської районної військової адміністрації Іван Ващенко взяв участь у засіданні чергової сесії Сосницької селищної ради. Основне питання яке підіймали на сесії - це невиконання бюджету селищної ради. Ударом по бюджету громад стала повномасштабна російська агресія, що спричинила стрімке скорочення надходжень ПДФО та податку на прибуток у зв’язку з припиненням, або призупиненням господарської діяльності низки підприємств та господарств району та громади. Спільно з селищним головою та депутатським корпусом шукаємо шляхи збалансування бюджету громади, позаяк ця проблема актуальна для більшості громад області.",,Facebook,109187473944559_578528483677120,https://www.facebook.com/109187473944559/posts/578528483677120,,photo,2022-06-25 04:15:05-04,,,,,https://www.facebook.com/KoryukivkaRDA/photos/a.113520650177908/578528290343806/?type=3,2022-06-22 00:00:00-04,,1.3055555555555556,,2022-06-25 04:34:33.566354-04,26168af7be1ec23bfe1847c2998df56a9e6ca5edf67ea379a302698a12a359e7,,12144937|578528483677120
15186672|7626868494053559,15186672,,,,Facebook,179666248773858_7626868494053559,https://www.facebook.com/179666248773858/posts/7626868494053559,,native_video,2022-06-30 03:05:37-04,124040,,,,https://www.facebook.com/Inter.ua/videos/561510492296909/,2022-06-27 00:00:00-04,"Защитить себя и семью: в Запорожье женщины учатся обращению с оружием
___________________
FREEДОМ - UATV Channel
https://dopomogaua.info/ua - головний сайт про допомогу під час війни",-12,,2022-06-30 04:06:41.003677-04,,,15186672|7626868494053559
18763005|418357363653327,18763005,,,,Facebook,100064372014927_418357363653327,https://www.facebook.com/100064372014927/posts/418357363653327,,native_video,2022-07-10 17:33:37-04,16043,,,,https://www.facebook.com/24th.brigade/videos/605037231008138/,2022-07-09 00:00:00-04,"Артилеристи Королівської бригади розбивають колону російських окупантів.

На відео – півтора десятки російських танків та БМП на Луганщині, яких накриває наша арта. Цю колону спочатку зупинили, а в подальшому знищили.

Гідна зустріч кожному окупанту гарантована.",-0.6,,2022-07-11 02:13:55.236309-04,,,18763005|418357363653327
12144913|505598931367678,12144913,,,У Ніжинському районі попри воєнний стан триває підготовка до опалювального сезону,Facebook,100057527257823_505598931367678,https://www.facebook.com/100057527257823/posts/505598931367678,,link,2022-07-06 01:06:48-04,,,,nezhatin.com.ua,https://nezhatin.com.ua/2022/07/03/u-nizhynskomu-rajoni-popry-voyennyj-stan-tryvaye-pidgotovka-do-opalyuvalnogo-sezonu/,2022-07-03 00:00:00-04,"У Ніжинському районі попри воєнний стан триває підготовка до опалювального сезону 2022—2023 років. З початку червня розпочато реалізацію Плану заходів, затвердженог....",-14.5,,2022-07-06 04:22:12.761061-04,,,12144913|505598931367678
16577395|1243225546422945,16577395,,У Миколаєві чути вибухи,У Миколаєві чути вибухи - LvivNEWS,Facebook,365831607495681_1243225546422945,https://www.facebook.com/365831607495681/posts/1243225546422945,,link,2022-06-28 21:59:49-04,,,,news.lviv-company.in.ua,https://news.lviv-company.in.ua/u-mikolayevi-chuti-vibuxi.html,2022-06-26 00:00:00-04,У Миколаєві 26 червня чути вибухи. Новина доповнюється… Джерело ФАКТИ. ICTV 2022-06-27 01:49:10,-20,,2022-06-29 04:05:52.515257-04,0eed929fa75a435fa72b6ee5a90ef0e17da00698796993c401a99078dc754f35,,16577395|1243225546422945
12209538|5194146817373667,12209538,,A3 https://www.youtube.com/watch?v=v3B6Z3eXtKA,[ Ukraine SITREP ] Day 126 (29/6) Summary - Russian forces captured Stekolniy suburb of Lysychansk,Facebook,489887197799676_5194146817373667,https://www.facebook.com/489887197799676/posts/5194146817373667,,youtube,2022-07-02 17:19:35-04,,,,youtube.com,https://www.youtube.com/watch?v=v3B6Z3eXtKA,2022-06-30 00:00:00-04,00:00 Intro01:17 Mykolaiv Front02:20 Davydiv Brid Front03:14 Kryvyi Rih Front05:04 Zaporizhzhia Line 07:22 Donetsk Front08:24 Bakhmut Front09:36 Luhansk Fron...,-2.076923076923077,,2022-07-03 04:08:27.175399-04,491ebc2a4ec416544f5026fce5d54a82ade62b61ff83dae0c906bf45ec2b9c33,,12209538|5194146817373667
525542|5730660910281855,525542,,"На Миколаївщині співробітники СБУ затримали трьох російських військових, які брали участь у спробі захоплення АЕС у Миколаєві.","СБУ затримала росіян, які намагалися захопити Південноукраїнську АЕС",Facebook,114351485246187_5730660910281855,https://www.facebook.com/114351485246187/posts/5730660910281855,,link,2022-05-01 08:45:18-04,,,,pravda.com.ua,https://www.pravda.com.ua/news/2022/04/29/7342928/,2022-04-29 00:00:00-04,"На Миколаївщині співробітники СБУ затримали трьох російських військових у Вознесенському районі, які брали участь у спробі захоплення АЕС у Миколаєві.",1.7173252279635258,,2022-05-02 01:05:54.227329-04,10b981e8c5f1523bda7a2f8021f8be31f8c2d8728d78474ba63a41f69d29eb97,,525542|5730660910281855
16029687|434560265347497,16029687,,"#СВЯТО РІДНОГО БАТЬКА, ЯКИЙ НАПОВНИВ ЗМІСТОМ СЛОВО ""#ПРЕДСТОЯТЕЛЬ"". ДЕНЬ АНГЕЛА БЛАЖЕННІШОГО #ОНУФРІЯ Сьогодні день Ангела святкує Предстоятель Української Православної Церкви Митрополит Київський і всієї України Онуфрій. А разом з ним і весь православний український народ.Так, бо це іменини рідної людини. Адже за роки керування Церквою Митрополит Онуфрій підкорив серця мільйонів в Україні і за кордоном як великий пастир сучасності. Він наповнив для нас справжнім, твердим змістом слово Предстоятель. Був з нами і попереду нас під час лихоліття. І тому став рідним для кожного православного. На долю Блаженнішого випало очолити Церкву можливо в один з найскладніших моментів життя Православної Церкви на нашій землі. 8 років боротьби за віру наших предків, тиску та погроз, нападів на храми та святині. А останні 4 місяці кровопролитна війна, яка продовжує приносити стільки горя нашому народу і надзвичайні випробування самому православ'ю. Українська Православна Церква налічує більше 12 тисяч парафій та монастирів, десятки тисяч священників і монахів та мільйони вірян. І за всі ці роки, для всіх цих абсолютно різних людей, Предстоятель став не тільки лідером Церкви, а й батьком. Батьком, який опікується кожним чадом та завдяки якому православні українці зберігають свою єдність. Саме зараз, коли ситуація у країні та Церкві загострилася до неможливості, ми бачимо який титанічний труд докладає Митрополит Онуфрій для захисту нашої віри та єдності, для захисту своєї пастви. З якими спокусами та тиском бореться. І у день його тезоіменитства хотілося би подякувати за цей труд і за батьківську опіку кожним з нас грішних, кожним, хто шанує Православ’я на нашій землі. Подякувати і побажати надихати нас і далі у твердості віри, сміливості її свідчення, у жертовності до ближнього, доброті й любові. Зі святом, наш Предстоятель!",,Facebook,100063805800119_434560265347497,https://www.facebook.com/100063805800119/posts/434560265347497,,photo,2022-06-27 22:54:44-04,,,,,https://www.facebook.com/photo.php?fbid=434560245347499&set=a.417602770376580&type=3,2022-06-25 00:00:00-04,,4.29126213592233,,2022-06-28 04:25:16.704814-04,af4d7e747147a709a4b35c122e59b8beb8684b27a60b7f7c93400d6742661b44,,16029687|434560265347497
5099961|5236137866478907,5099961,,“В портах України разом з екіпажем заблоковано 80 іноземних суден”,“В портах України разом з екіпажем заблоковано 80 іноземних суден”,Facebook,393446847414724_5236137866478907,https://www.facebook.com/393446847414724/posts/5236137866478907,,link,2022-06-30 02:24:44-04,,,,wz.lviv.ua,https://wz.lviv.ua/news/462793-v-portakh-ukrainy-razom-z-ekipazhem-zablokovano-80-inozemnykh-suden,2022-06-27 00:00:00-04,Повідомив заступник голови Адміністрації морських портів із взаємодії з органами влади Дмитро Барінов,-56,,2022-06-30 04:42:29.709187-04,06cd32bef6eb46cd7fe05f1af947fe28466197ea2798815f0221596d943ffb9c,,5099961|5236137866478907
17513751|3317950621820946,17513751,,"❗️Щодо порушення російською федерацією міжнародних правил ведення війни Олександр Бакумов, народний депутат України, фракція ""Слуга Народу"" ""Верховна Рада створила спеціальну тимчасову комісію з питань міжнародного гуманітарного та міжнародного кримінального права. Звичайними словами – це комісія з питань права у війні, або з питань збройного конфлікту. І з питань воєнних злочинів, та злочинів геноциду, злочинів агресії. Україна і всі цивілізовані країни – вони взяли на себе зобов‘язання визначати і виконувати, так звані, Женевські Гаазькі Конвенції. Які, відповідно, регламентують правила ведення війни. В даних умовах, коли ми бачимо зухвале порушення норм міжнародного гуманітарного права російською федерацією, яка б‘є по цивільних об‘єктах, по об‘єктах інфраструктур, які забезпечують цивільне населення відповідною життєдіяльністю (це і медичні установи, це культурні установи) – це є суттєвим порушенням норм міжнародного гуманітарного права"".",,Facebook,1515777062038320_3317950621820946,https://www.facebook.com/1515777062038320/posts/3317950621820946,,native_video,2022-07-03 20:51:23-04,54272,,,,https://www.facebook.com/radatvchannel/videos/529541888852607/,2022-07-01 00:00:00-04,,-0.6666666666666666,,2022-07-04 03:20:57.525902-04,40b956961ac0038c0778852c1f76dd9ccdebbff6863d92999eaf6bbaa2396ca0,,17513751|3317950621820946
2370813|5221342831276537,2370813,,,,Facebook,131808306896707_5221342831276537,https://www.facebook.com/131808306896707/posts/5221342831276537,,photo,2022-06-23 15:15:21-04,,,,,https://www.facebook.com/DNRujewit/photos/a.1555618331164332/5421259174600209/?type=3,2022-06-21 00:00:00-04,,-28,,2022-06-24 05:31:52.30946-04,,,2370813|5221342831276537
18904634|146118431338097,18904634,,,This is a re-share of a post,Facebook,108795598403714_146118431338097,https://www.facebook.com/108795598403714/posts/146118431338097,,link,2022-06-23 14:19:56-04,,,,,http://uanews365.com/%d1%83-%d0%b1o%d1%8e-%d0%b7-poci%d1%8f%d0%bda%d0%bcu-%d0%b7a%d0%b3u%d0%bdy%d0%b2-%d0%b1o%d0%b9o%d0%b2u%d0%b9-%d0%bce%d0%b4u%d0%ba-%d0%b7-%d1%87ep%d0%baa%d1%89u%d0%bdu-%d0%be%d0%bbe%d0%baci%d1%8e/,2022-06-19 00:00:00-04,"Господи Боже, який молодий!
Вічна пам'ять герою! 😭",-6.782608695652174,,2022-06-23 22:55:19.39933-04,,,18904634|146118431338097
15933300|996093927772652,15933300,,Приметы на 26 июня 2022 года: что нельзя делать в этот день,Приметы на 26 июня 2022 года: что нельзя делать в этот день,Facebook,185223202193066_996093927772652,https://www.facebook.com/185223202193066/posts/996093927772652,,link,2022-06-29 01:05:06-04,,,,gsminfo.com.ua,https://gsminfo.com.ua/120027-prymet%D1%8B-na-26-yyunya-2022-goda-chto-nelzya-delat-v-%D1%8Dtot-den.html,2022-06-26 00:00:00-04,"На 26 июня не стоит назначать первое свидание. Есть вероятность того, что между парой возникнет необъяснимая, но сильная неприязнь. Если встречу не отменить, то лучш....",-28,,2022-06-29 05:04:36.187898-04,d7ab5b3ff7cf9bcf2ae92645b6d1ce7907d39742c39266faffb170c37e1263d0,,15933300|996093927772652
18816963|588348146328533,18816963,,Авто під Завдатком !!! Ціна-1850$ !!! Ваз 2110 2009 рік 1.6 (ГБО) .Тел 0979600909 або 0974343743,,Facebook,103966291433390_588348146328533,https://www.facebook.com/103966291433390/posts/588348146328533,,photo,2022-07-01 02:33:36-04,,,,,https://www.facebook.com/103966291433390/photos/a.135046921658660/588347942995220/?type=3,2022-06-28 00:00:00-04,,-3.227272727272727,,2022-07-01 04:08:42.413749-04,5b4d54bb33c2a6e1078679ac4aa30edc78b132da472b08d6cb4f1384bebe07cc,,18816963|588348146328533
7692889|4845401362249856,7692889,,,"Рассматривается любая возможность эвакуации мариупольцев с ""Азовстали"", – Бойченко",Facebook,399356890187681_4845401362249856,https://www.facebook.com/399356890187681/posts/4845401362249856,,link,2022-04-29 18:22:32-04,,,,antikor.com.ua,https://antikor.com.ua/articles/541114-rassmatrivaetsja_ljubaja_vozmohnostj_evakuatsii_mariupoljtsev_s_azovstali__bojchenko,2022-04-27 00:00:00-04,"Президент Владимир Зеленский и переговорная группа рассматривает любую возможность для эвакуации как гражданских, так и военных с мариупольской Азовстали.",-62,,2022-04-30 01:06:27.030942-04,,,7692889|4845401362249856
